Time of Scrape, Flight Zoning, MC, NC, LNC, SPOC, INTLC, Temperature, PoP, Month, Day of Week, Holiday
0.69,0.6243,0.1463,0.0588,0.129,0.069,0.4583,0.9361,0.0,0.5,0.8571,0.0
0.6921,0.6362,0.1707,0.0588,0.0645,0.0345,0.3333,0.9361,0.0,0.5,0.8571,0.0
0.6943,0.6469,0.1463,0.2941,0.0323,0.069,0.25,0.9361,0.0,0.5,0.8571,0.0
0.6964,0.6532,0.122,0.4706,0.4194,0.0345,0.2083,0.9361,0.0,0.5,0.8571,0.0
0.6985,0.6382,0.122,0.4412,0.5161,0.069,0.1667,0.9361,0.0,0.5,0.8571,0.0
0.7006,0.6536,0.1463,0.3529,0.3226,0.069,0.125,0.9384,0.0,0.5,0.8571,0.0
0.7028,0.6623,0.122,0.2059,0.2581,0.0345,0.1667,0.9567,0.0,0.5,0.8571,0.0
0.7219,0.6722,0.1463,0.0588,0.3871,0.069,0.125,0.958,0.0,0.5,0.8571,0.0
0.724,0.6706,0.2195,0.0294,0.2581,0.069,0.0833,0.958,0.0,0.5,0.8571,0.0
0.7261,0.6647,0.1707,0.1176,0.129,0.0345,0.0833,0.958,0.0,0.5,0.8571,0.0
0.7282,0.6631,0.1707,0.2353,0.0645,0.069,0.125,0.9567,0.0,0.5,0.8571,0.0
0.7304,0.6607,0.1951,0.1765,0.0323,0.0345,0.1667,0.9545,0.0,0.5,0.8571,0.0
0.7325,0.6623,0.1951,0.0882,0.0968,0.069,0.125,0.9545,0.0,0.5,0.8571,0.0
0.7346,0.6544,0.1951,0.1471,0.129,0.0345,0.25,0.9534,0.0,0.5,0.8571,0.0
0.7367,0.6587,0.1951,0.0882,0.129,0.069,0.25,0.9384,0.0,0.5,0.8571,0.0
0.7389,0.6568,0.1707,0.0294,0.1613,0.0345,0.1667,0.9384,0.0,0.5,0.8571,0.0
0.741,0.6536,0.1463,0.2647,0.0968,0.0345,0.1667,0.9384,0.0,0.5,0.8571,0.0
0.7431,0.6599,0.1463,0.2941,0.3226,0.0345,0.2083,0.9361,0.0,0.5,0.8571,0.0
0.7665,0.6552,0.1707,0.0294,0.1935,0.069,0.4167,0.935,0.0,0.5,0.8571,0.0
0.7686,0.6718,0.122,0.0588,0.0323,0.1034,0.4167,0.9304,0.0,0.5,0.8571,0.0
0.7707,0.6686,0.0732,0.0882,0.0323,0.069,0.4167,0.9269,0.0,0.5,0.8571,0.0
0.7728,0.6671,0.0732,0.1176,0.0645,0.069,0.3333,0.9235,0.0,0.5,0.8571,0.0
0.7749,0.6611,0.0976,0.0294,0.129,0.0345,0.5,0.92,0.0,0.5,0.8571,0.0
0.7771,0.656,0.0976,0.0882,0.0323,0.1034,0.5417,0.9166,0.0,0.5,0.8571,0.0
0.7792,0.6615,0.0976,0.0294,0.0968,0.069,0.5417,0.9442,0.0,0.5,0.8571,0.0
0.7813,0.6528,0.0732,0.0588,0.0323,0.069,0.4583,0.9442,0.0,0.5,0.8571,0.0
0.7834,0.6492,0.0732,0.0294,0.0645,0.0345,0.375,0.9418,0.0,0.5,0.8571,0.0
0.7856,0.6445,0.0732,0.0882,0.0645,0.0345,0.25,0.9418,0.0,0.5,0.8571,0.0
0.7877,0.6492,0.0732,0.1471,0.0323,0.069,0.2083,0.9418,0.0,0.5,0.8571,0.0
0.8068,0.6647,0.0976,0.1176,0.0968,0.069,0.1667,0.9396,0.0,0.5,0.8571,0.0
0.8089,0.6599,0.1463,0.2941,0.0323,0.069,0.2083,0.9396,0.0,0.5,0.8571,0.0
0.811,0.6556,0.1951,0.1765,0.0323,0.0345,0.3333,0.9384,0.0,0.5,0.8571,0.0
0.8132,0.6627,0.1707,0.2353,0.0645,0.069,0.4583,0.9384,0.0,0.5,0.8571,0.0
0.8153,0.6584,0.0976,0.0882,0.2903,0.069,0.5,0.9361,0.0,0.5,0.8571,0.0
0.8174,0.6623,0.0976,0.0588,0.5806,0.069,0.4167,0.9361,0.0,0.5,0.8571,0.0
0.8195,0.6873,0.0732,0.2059,0.3548,0.0345,0.5417,0.935,0.0,0.5,0.8571,0.0
0.8217,0.6857,0.0976,0.3235,0.2903,0.069,0.625,0.935,0.0,0.5,0.8571,0.0
0.8238,0.6979,0.1707,0.2353,0.3226,0.069,0.75,0.935,0.0,0.5,0.8571,0.0
0.8259,0.7102,0.2439,0.1765,0.129,0.069,0.7917,0.9384,0.0,0.5,0.8571,0.0
0.828,0.7268,0.1951,0.0588,0.0323,0.0345,0.8333,0.9361,0.0,0.5,0.8571,0.0
0.8301,0.7613,0.1463,0.1471,0.0645,0.0345,0.7917,0.9361,0.0,0.5,0.8571,0.0
0.8493,0.7783,0.1707,0.0588,0.0968,0.069,0.5417,0.9361,0.0,0.5,0.8571,0.0
0.8514,0.772,0.0976,0.1471,0.0323,0.0345,0.375,0.9327,0.0,0.5,0.8571,0.0
0.8535,0.7747,0.0732,0.0882,0.0323,0.069,0.25,0.9304,0.0,0.5,0.8571,0.0
0.8556,0.7704,0.1463,0.0294,0.0645,0.069,0.1667,0.9269,0.0,0.5,0.8571,0.0
0.8577,0.7664,0.0976,0.0588,0.0323,0.0345,0.0833,0.9235,0.0,0.5,0.8571,0.0
0.8599,0.766,0.0732,0.0294,0.0323,0.069,0.0417,0.9212,0.0,0.5,0.8571,0.0
0.862,0.7617,0.122,0.0294,0.0323,0.069,0.0833,0.9178,0.0,0.5,0.8571,0.0
0.8641,0.7633,0.0976,0.0588,0.0323,0.069,0.0833,0.92,0.0,0.5,0.8571,0.0
0.8662,0.7641,0.0732,0.0588,0.0323,0.069,0.125,0.9166,0.0,0.5,0.8571,0.0
0.8684,0.7613,0.0976,0.0294,0.0323,0.0345,0.0417,0.9166,0.0,0.5,0.8571,0.0
0.8705,0.7356,0.0976,0.0,0.0323,0.0345,0.0833,0.9108,0.0,0.5,0.8571,0.0
0.8726,0.7288,0.0976,0.0294,0.0323,0.069,0.1667,0.9086,0.0,0.5,0.8571,0.0
0.8917,0.0,0.1707,0.0,0.0323,0.0345,0.125,0.9051,0.0,0.5,0.8571,0.0
0.8938,0.6797,0.1463,0.0588,0.0323,0.0345,0.125,0.9029,0.0,0.5,0.8571,0.0
0.896,0.6667,0.2195,0.0588,0.0323,0.0345,0.125,0.8994,0.0,0.5,0.8571,0.0
0.8981,0.6591,0.0976,0.0588,0.0323,0.069,0.125,0.8959,0.0,0.5,0.8571,0.0
0.9002,0.6568,0.0976,0.1471,0.0323,0.0,0.125,0.8924,0.0,0.5,0.8571,0.0
0.9023,0.6437,0.0488,0.0882,0.0323,0.0345,0.0417,0.8891,0.0,0.5,0.8571,0.0
0.9045,0.635,0.0488,0.0588,0.0323,0.0345,0.125,0.9051,0.0,0.5,0.8571,0.0
0.9066,0.6259,0.0488,0.0294,0.0323,0.0345,0.0833,0.9029,0.0,0.5,0.8571,0.0
0.9087,0.6152,0.0732,0.0,0.0323,0.0345,0.125,0.9029,0.0,0.5,0.8571,0.0
0.9108,0.6029,0.1707,0.0,0.0323,0.0345,0.2083,0.9016,0.0,0.5,0.8571,0.0
0.913,0.5926,0.1463,0.0882,0.0323,0.0345,0.0833,0.8994,0.0,0.5,0.8571,0.0
0.9151,0.5903,0.1463,0.0588,0.0323,0.0345,0.0833,0.8994,0.0,0.5,0.8571,0.0
0.9342,0.5847,0.1951,0.0,0.0,0.0345,0.0417,0.8983,0.0,0.5,0.8571,0.0
0.9363,0.5827,0.1707,0.0,0.0,0.0345,0.2917,0.8959,0.0,0.5,0.8571,0.0
0.9384,0.5804,0.1707,0.0,0.0,0.0345,0.25,0.8937,0.0,0.5,0.8571,0.0
0.9406,0.5788,0.0732,0.0,0.0,0.0345,0.125,0.8937,0.0,0.5,0.8571,0.0
0.9427,0.5788,0.0488,0.0,0.0,0.0345,0.0417,0.8924,0.0,0.5,0.8571,0.0
0.9448,0.574,0.0732,0.0,0.0,0.0345,0.0417,0.8902,0.0,0.5,0.8571,0.0
0.9469,0.5574,0.0488,0.0,0.0,0.0345,0.0417,0.8891,0.0,0.5,0.8571,0.0
0.949,0.5344,0.0244,0.0,0.0,0.0345,0.0833,0.8867,0.0,0.5,0.8571,0.0
0.9512,0.5253,0.0732,0.0,0.0,0.0345,0.0417,0.8776,0.0,0.5,0.8571,0.0
0.9533,0.5182,0.0244,0.0,0.0,0.0,0.0417,0.8753,0.0,0.5,0.8571,0.0
0.9554,0.5075,0.0732,0.0,0.0,0.0,0.0417,0.8753,0.0,0.5,0.8571,0.0
0.9575,0.4842,0.0244,0.0,0.0,0.0,0.0833,0.8753,0.0,0.5,0.8571,0.0
0.9766,0.4628,0.0244,0.0,0.0,0.0,0.0833,0.8753,0.0,0.5,0.8571,0.0
0.9788,0.4576,0.0488,0.0,0.0,0.0,0.0417,0.8753,0.0,0.5,0.8571,0.0
0.9809,0.4549,0.0488,0.0,0.0,0.0,0.0417,0.8741,0.0,0.5,0.8571,0.0
0.983,0.4489,0.0244,0.0,0.0,0.0,0.0833,0.8741,0.0,0.5,0.8571,0.0
0.9851,0.4489,0.0244,0.0,0.0,0.0,0.0833,0.8718,0.0,0.5,0.8571,0.0
0.9873,0.4434,0.0488,0.0,0.0,0.0,0.0417,0.8707,0.0,0.5,0.8571,0.0
0.9894,0.4378,0.0488,0.0,0.0,0.0,0.0417,0.8707,0.0,0.5,0.8571,0.0
0.9915,0.4272,0.0,0.0,0.0,0.0,0.0417,0.8684,0.0,0.5,0.8571,0.0
0.9936,0.4256,0.0244,0.0,0.0,0.0,0.0833,0.8661,0.0,0.5,0.8571,0.0
0.9979,0.4125,0.0244,0.0,0.0,0.0,0.0,0.8649,0.0,0.5,0.8571,0.0
1.0,0.4022,0.0,0.0,0.0,0.0,0.0,0.8649,0.0,0.5,0.8571,0.0
0.0085,0.3393,0.0488,0.0,0.0,0.0,0.0,0.8592,0.0,0.5,1.0,0.0
0.0106,0.3333,0.0244,0.0,0.0,0.0,0.0,0.8592,0.0,0.5,1.0,0.0
0.0127,0.3246,0.0244,0.0,0.0,0.0,0.0833,0.8569,0.0,0.5,1.0,0.0
0.0149,0.312,0.0244,0.0,0.0,0.0,0.0,0.8339,0.0,0.5,1.0,0.0
0.017,0.3064,0.0976,0.0,0.0,0.0,0.0833,0.8316,0.0,0.5,1.0,0.0
0.0191,0.306,0.0488,0.0,0.0,0.0,0.0417,0.8294,0.0,0.5,1.0,0.0
0.0212,0.2981,0.0,0.0,0.0,0.0,0.0417,0.8282,0.0,0.5,1.0,0.0
0.0234,0.2957,0.0244,0.0,0.0,0.0,0.0,0.8259,0.0,0.5,1.0,0.0
0.0425,0.27,0.0732,0.0,0.0,0.0,0.0417,0.8248,0.0,0.5,1.0,0.0
0.0446,0.2577,0.0976,0.0,0.0,0.0,0.0417,0.8224,0.0,0.5,1.0,0.0
0.0467,0.2526,0.122,0.0,0.0,0.0,0.0417,0.8202,0.0,0.5,1.0,0.0
0.0488,0.2494,0.0244,0.0,0.0,0.0,0.0417,0.8202,0.0,0.5,1.0,0.0
0.051,0.2403,0.0244,0.0,0.0,0.0,0.0,0.819,0.0,0.5,1.0,0.0
0.0531,0.2399,0.0732,0.0,0.0,0.0,0.0,0.8167,0.0,0.5,1.0,0.0
0.0552,0.2067,0.0244,0.0,0.0,0.0,0.0,0.8167,0.0,0.5,1.0,0.0
0.0573,0.1825,0.0,0.0,0.0,0.0,0.0,0.8109,0.0,0.5,1.0,0.0
0.0594,0.169,0.0,0.0,0.0,0.0,0.0,0.8109,0.0,0.5,1.0,0.0
0.0616,0.1405,0.0244,0.0,0.0,0.0,0.0417,0.8098,0.0,0.5,1.0,0.0
0.0637,0.1188,0.0,0.0,0.0,0.0,0.0,0.8076,0.0,0.5,1.0,0.0
0.0658,0.0903,0.0,0.0,0.0,0.0,0.0,0.8064,0.0,0.5,1.0,0.0
0.0849,0.0542,0.0732,0.0,0.0,0.0,0.0,0.8041,0.0,0.5,1.0,0.0
0.087,0.0376,0.0244,0.0,0.0,0.0,0.0833,0.8018,0.0,0.5,1.0,0.0
0.0892,0.0293,0.0244,0.0,0.0,0.0,0.0417,0.8018,0.0,0.5,1.0,0.0
0.0913,0.0273,0.0976,0.0,0.0,0.0,0.0417,0.8006,0.0,0.5,1.0,0.0
0.0934,0.0269,0.0244,0.0,0.0,0.0,0.0417,0.8006,0.0,0.5,1.0,0.0
0.0955,0.0273,0.0488,0.0,0.0,0.0,0.0417,0.7984,0.0,0.5,1.0,0.0
0.0977,0.0285,0.0244,0.0,0.0,0.0,0.0417,0.8018,0.0,0.5,1.0,0.0
0.0998,0.0269,0.0244,0.0,0.0,0.0,0.0417,0.8006,0.0,0.5,1.0,0.0
0.1019,0.0222,0.0244,0.0,0.0,0.0,0.0417,0.7984,0.0,0.5,1.0,0.0
0.104,0.0194,0.0732,0.0,0.0,0.0,0.0417,0.7972,0.0,0.5,1.0,0.0
0.1062,0.0063,0.122,0.0294,0.0,0.0,0.0417,0.7949,0.0,0.5,1.0,0.0
0.1083,0.0063,0.0732,0.0,0.0,0.0,0.0417,0.7927,0.0,0.5,1.0,0.0
0.1274,0.017,0.122,0.0,0.0,0.0,0.0417,0.7914,0.0,0.5,1.0,0.0
0.1295,0.0178,0.1951,0.0,0.0,0.0,0.0417,0.7892,0.0,0.5,1.0,0.0
0.1316,0.0182,0.2195,0.0,0.0,0.0,0.0417,0.7892,0.0,0.5,1.0,0.0
0.1338,0.0206,0.2927,0.0,0.0,0.0,0.0417,0.788,0.0,0.5,1.0,0.0
0.1359,0.0214,0.2439,0.0,0.0,0.0,0.0417,0.788,0.0,0.5,1.0,0.0
0.138,0.0218,0.2683,0.0,0.0,0.0345,0.0417,0.7857,0.0,0.5,1.0,0.0
0.1401,0.0238,0.3415,0.0,0.0,0.0345,0.0417,0.7835,0.0,0.5,1.0,0.0
0.1423,0.0241,0.439,0.0294,0.0,0.0345,0.0417,0.7892,0.0,0.5,1.0,0.0
0.1444,0.0245,0.3415,0.0294,0.0,0.0345,0.0417,0.788,0.0,0.5,1.0,0.0
0.1465,0.0249,0.2439,0.0,0.0,0.0345,0.0417,0.788,0.0,0.5,1.0,0.0
0.1486,0.0253,0.2195,0.0588,0.0323,0.0345,0.0417,0.7857,0.0,0.5,1.0,0.0
0.1507,0.0257,0.2439,0.0588,0.0,0.0345,0.0417,0.7857,0.0,0.5,1.0,0.0
0.1699,0.0301,0.3171,0.0882,0.0,0.0345,0.0417,0.7857,0.0,0.5,1.0,0.0
0.172,0.0435,0.2927,0.0294,0.0323,0.1034,0.0417,0.7835,0.0,0.5,1.0,0.0
0.1741,0.0515,0.1707,0.1471,0.1935,0.0345,0.0,0.7822,0.0,0.5,1.0,0.0
0.1762,0.0582,0.2195,0.1765,0.0968,0.0345,0.0,0.7822,0.0,0.5,1.0,0.0
0.1783,0.0586,0.1951,0.3824,0.0323,0.069,0.0833,0.7822,0.0,0.5,1.0,0.0
0.1805,0.0633,0.1463,0.4412,0.2258,0.069,0.125,0.78,0.0,0.5,1.0,0.0
0.1826,0.0689,0.1463,0.5294,0.0968,0.1034,0.125,0.78,0.0,0.5,1.0,0.0
0.1847,0.0689,0.122,0.5,0.0968,0.069,0.125,0.7789,0.0,0.5,1.0,0.0
0.1868,0.0701,0.1951,0.5588,0.1613,0.1034,0.0417,0.7857,0.0,0.5,1.0,0.0
0.189,0.0709,0.2195,0.4118,0.0323,0.069,0.0417,0.7857,0.0,0.5,1.0,0.0
0.1911,0.0736,0.1951,0.2353,0.0968,0.069,0.0833,0.7835,0.0,0.5,1.0,0.0
0.1932,0.0752,0.1463,0.1471,0.2903,0.069,0.0833,0.7835,0.0,0.5,1.0,0.0
0.2123,0.076,0.1463,0.1765,0.2258,0.1724,0.0833,0.7822,0.0,0.5,1.0,0.0
0.2144,0.076,0.1951,0.2353,0.0968,0.1034,0.0833,0.7822,0.0,0.5,1.0,0.0
0.2166,0.1097,0.2439,0.2647,0.0323,0.1724,0.0417,0.78,0.0,0.5,1.0,0.0
0.2187,0.1188,0.2927,0.3235,0.0323,0.1724,0.125,0.7789,0.0,0.5,1.0,0.0
0.2208,0.1259,0.2927,0.2941,0.2258,0.1724,0.1667,0.7789,0.0,0.5,1.0,0.0
0.2229,0.1318,0.3171,0.3824,0.2581,0.1379,0.125,0.7789,0.0,0.5,1.0,0.0
0.2251,0.1445,0.3902,0.4706,0.2581,0.1379,0.0833,0.7743,0.0,0.5,1.0,0.0
0.2272,0.1508,0.3659,0.3824,0.3226,0.1034,0.0833,0.7743,0.0,0.5,1.0,0.0
0.2293,0.1572,0.3415,0.3824,0.5484,0.1034,0.0833,0.7731,0.0,0.5,1.0,0.0
0.2314,0.1595,0.3659,0.4118,0.2903,0.1034,0.0833,0.7743,0.0,0.5,1.0,0.0
0.2335,0.1611,0.4146,0.4118,0.1935,0.069,0.125,0.7743,0.0,0.5,1.0,0.0
0.2357,0.1655,0.3659,0.4412,0.2258,0.1034,0.0833,0.7731,0.0,0.5,1.0,0.0
0.2548,0.1738,0.3902,0.6176,0.2903,0.1379,0.125,0.7708,0.0,0.5,1.0,0.0
0.2569,0.1809,0.4146,0.6765,0.2903,0.1724,0.2083,0.7708,0.0,0.5,1.0,0.0
0.259,0.1912,0.439,0.7353,0.2581,0.1724,0.125,0.7708,0.0,0.5,1.0,0.0
0.2611,0.1944,0.439,0.4706,0.3548,0.1379,0.0833,0.7697,0.0,0.5,1.0,0.0
0.2633,0.1979,0.3902,0.4412,0.4194,0.1379,0.0833,0.7697,0.0,0.5,1.0,0.0
0.2654,0.1999,0.4634,0.5,0.4194,0.1379,0.0833,0.7697,0.0,0.5,1.0,0.0
0.2675,0.2063,0.5122,0.5,0.4194,0.1379,0.0833,0.7765,0.0,0.5,1.0,0.0
0.2696,0.2122,0.4878,0.5294,0.4194,0.1379,0.2083,0.7765,0.0,0.5,1.0,0.0
0.2718,0.2189,0.5122,0.5,0.9032,0.1724,0.125,0.7765,0.0,0.5,1.0,0.0
0.2739,0.2276,0.4634,0.5588,1.0,0.1724,0.0833,0.7765,0.0,0.5,1.0,0.0
0.276,0.2367,0.4634,0.6176,0.8065,0.1379,0.0833,0.7743,0.0,0.5,1.0,0.0
0.2781,0.247,0.5366,0.5882,0.4516,0.1379,0.125,0.7743,0.0,0.5,1.0,0.0
0.2972,0.2656,0.5122,0.5588,0.2903,0.1379,0.0833,0.7743,0.0,0.5,1.0,0.0
0.2994,0.2704,0.4146,0.6176,0.3548,0.1034,0.125,0.7731,0.0,0.5,1.0,0.0
0.3015,0.2771,0.439,0.5588,0.8065,0.1034,0.2083,0.7731,0.0,0.5,1.0,0.0
0.3036,0.2886,0.4878,0.6176,0.5806,0.069,0.25,0.7789,0.0,0.5,1.0,0.0
0.3057,0.2941,0.4878,0.6471,0.6452,0.069,0.2083,0.78,0.0,0.5,1.0,0.0
0.3079,0.2989,0.5366,0.6471,0.6129,0.069,0.2083,0.7822,0.0,0.5,1.0,0.0
0.31,0.3036,0.5366,0.6471,0.4839,0.069,0.2083,0.7857,0.0,0.5,1.0,0.0
0.3121,0.3096,0.4878,0.5882,0.5484,0.1379,0.125,0.7914,0.0,0.5,1.0,0.0
0.3142,0.3127,0.439,0.6176,0.4194,0.2069,0.2083,0.7927,0.0,0.5,1.0,0.0
0.3163,0.3167,0.4146,0.7353,0.3871,0.1724,0.25,0.7972,0.0,0.5,1.0,0.0
0.3185,0.3179,0.439,0.7059,0.2903,0.1379,0.25,0.7984,0.0,0.5,1.0,0.0
0.3206,0.3191,0.4878,0.6471,0.2581,0.1724,0.2083,0.8006,0.0,0.5,1.0,0.0
0.3397,0.3337,0.5122,0.5882,0.2581,0.1724,0.2083,0.8041,0.0,0.5,1.0,0.0
0.3418,0.3405,0.5366,0.5882,0.2903,0.1724,0.3333,0.8064,0.0,0.5,1.0,0.0
0.3439,0.3464,0.5122,0.5588,0.3548,0.1724,0.2917,0.8098,0.0,0.5,1.0,0.0
0.3461,0.3551,0.4146,0.5882,0.5484,0.1724,0.3333,0.8133,0.0,0.5,1.0,0.0
0.3482,0.3591,0.3902,0.5,0.4839,0.1724,0.375,0.8156,0.0,0.5,1.0,0.0
0.3503,0.3622,0.4146,0.5,0.3871,0.1034,0.375,0.819,0.0,0.5,1.0,0.0
0.3524,0.3674,0.3415,0.4706,0.2903,0.1034,0.3333,0.8224,0.0,0.5,1.0,0.0
0.3546,0.3682,0.2927,0.4706,0.2903,0.1034,0.3333,0.8224,0.0,0.5,1.0,0.0
0.3567,0.3698,0.2927,0.5294,0.1613,0.1034,0.3333,0.8259,0.0,0.5,1.0,0.0
0.3588,0.3749,0.2683,0.6765,0.0323,0.1034,0.3333,0.8294,0.0,0.5,1.0,0.0
0.3609,0.3797,0.2439,0.5294,0.129,0.1034,0.2917,0.8339,0.0,0.5,1.0,0.0
0.3631,0.3899,0.2439,0.3235,0.1935,0.1034,0.3333,0.8351,0.0,0.5,1.0,0.0
0.3822,0.401,0.2195,0.2647,0.1613,0.069,0.375,0.8386,0.0,0.5,1.0,0.0
0.3843,0.3907,0.1707,0.3824,0.129,0.069,0.3333,0.8432,0.0,0.5,1.0,0.0
0.3864,0.3903,0.1707,0.2647,0.1935,0.069,0.3333,0.8465,0.0,0.5,1.0,0.0
0.3885,0.4022,0.122,0.3235,0.1613,0.1379,0.25,0.85,0.0,0.5,1.0,0.0
0.3907,0.4042,0.1463,0.2941,0.0645,0.1379,0.2083,0.8535,0.0,0.5,1.0,0.0
0.3928,0.4082,0.1463,0.2353,0.0323,0.1034,0.1667,0.8569,0.0,0.5,1.0,0.0
0.3949,0.4117,0.122,0.2059,0.0323,0.1034,0.0833,0.8615,0.0,0.5,1.0,0.0
0.397,0.4145,0.122,0.2059,0.1935,0.069,0.125,0.8649,0.0,0.5,1.0,0.0
0.3992,0.4216,0.1463,0.2059,0.0323,0.069,0.125,0.8707,0.0,0.5,1.0,0.0
0.4013,0.4244,0.1707,0.1176,0.0323,0.1034,0.0833,0.8718,0.0,0.5,1.0,0.0
0.4034,0.426,0.1707,0.1765,0.129,0.1379,0.0417,0.8753,0.0,0.5,1.0,0.0
0.4055,0.4311,0.1707,0.2647,0.0323,0.1379,0.125,0.8799,0.0,0.5,1.0,0.0
0.4246,0.4533,0.1707,0.2941,0.0323,0.1724,0.125,0.881,0.0,0.5,1.0,0.0
0.4268,0.4521,0.1463,0.2059,0.2903,0.1034,0.1667,0.8845,0.0,0.5,1.0,0.0
0.4289,0.4485,0.1707,0.1765,0.1613,0.069,0.125,0.8867,0.0,0.5,1.0,0.0
0.431,0.4442,0.2195,0.1765,0.0323,0.069,0.0417,0.8902,0.0,0.5,1.0,0.0
0.4331,0.4386,0.1463,0.1176,0.4194,0.1034,0.0417,0.8924,0.0,0.5,1.0,0.0
0.4352,0.4378,0.1463,0.1471,0.2903,0.069,0.125,0.8959,0.0,0.5,1.0,0.0
0.4374,0.445,0.1707,0.1765,0.2258,0.069,0.0417,0.8983,0.0,0.5,1.0,0.0
0.4395,0.4485,0.1707,0.1765,0.0968,0.0345,0.125,0.8994,0.0,0.5,1.0,0.0
0.4416,0.4592,0.1463,0.1176,0.0,0.0345,0.0833,0.9029,0.0,0.5,1.0,0.0
0.4437,0.4656,0.0976,0.1765,0.2258,0.069,0.0833,0.9051,0.0,0.5,1.0,0.0
0.4459,0.4711,0.122,0.2059,0.0968,0.069,0.0833,0.9074,0.0,0.5,1.0,0.0
0.448,0.4794,0.1707,0.2059,0.0323,0.069,0.0833,0.9074,0.0,0.5,1.0,0.0
0.4671,0.4909,0.1707,0.2353,0.0323,0.069,0.125,0.912,0.0,0.5,1.0,0.0
0.4692,0.4917,0.122,0.1176,0.2258,0.069,0.0833,0.9143,0.0,0.5,1.0,0.0
0.4713,0.5024,0.1463,0.0882,0.2258,0.1034,0.0417,0.9178,0.0,0.5,1.0,0.0
0.4735,0.4743,0.0976,0.2647,0.129,0.1034,0.125,0.92,0.0,0.5,1.0,0.0
0.4756,0.4735,0.122,0.3235,0.0645,0.1724,0.0417,0.9212,0.0,0.5,1.0,0.0
0.4777,0.4762,0.0976,0.2647,0.0968,0.1724,0.0833,0.9235,0.0,0.5,1.0,0.0
0.4798,0.4715,0.1463,0.2353,0.0645,0.1034,0.125,0.9269,0.0,0.5,1.0,0.0
0.482,0.4683,0.2439,0.0882,0.0323,0.1034,0.0833,0.9258,0.0,0.5,1.0,0.0
0.4841,0.4687,0.2927,0.2941,0.129,0.1379,0.0833,0.9269,0.0,0.5,1.0,0.0
0.8641,0.9074,0.0976,0.1176,0.129,0.1034,0.375,0.912,0.0,0.5,1.0,0.0
0.8662,0.9054,0.0732,0.0588,0.0323,0.1034,0.2917,0.9086,0.0,0.5,1.0,0.0
0.8684,0.901,0.0976,0.0588,0.0323,0.069,0.2917,0.9051,0.0,0.5,1.0,0.0
0.8705,0.8919,0.0976,0.1176,0.1613,0.069,0.1667,0.9016,0.0,0.5,1.0,0.0
0.8726,0.8765,0.0488,0.0294,0.0645,0.0345,0.0833,0.8994,0.0,0.5,1.0,0.0
0.8917,0.0,0.0732,0.0588,0.0323,0.0345,0.0833,0.8994,0.0,0.5,1.0,0.0
0.8938,0.8215,0.0976,0.0882,0.0323,0.069,0.25,0.8924,0.0,0.5,1.0,0.0
0.896,0.8124,0.1951,0.0294,0.0323,0.1724,0.25,0.8902,0.0,0.5,1.0,0.0
0.8981,0.804,0.1707,0.1176,0.0323,0.2414,0.2917,0.8891,0.0,0.5,1.0,0.0
0.9002,0.8017,0.122,0.0588,0.0323,0.2414,0.2917,0.8867,0.0,0.5,1.0,0.0
0.9023,0.7914,0.1463,0.0588,0.0323,0.1724,0.3333,0.8833,0.0,0.5,1.0,0.0
0.9045,0.7819,0.0976,0.0588,0.0323,0.1724,0.1667,0.881,0.0,0.5,1.0,0.0
0.9066,0.774,0.122,0.1471,0.0323,0.1724,0.0833,0.881,0.0,0.5,1.0,0.0
0.9087,0.7696,0.2439,0.1765,0.0323,0.1379,0.0833,0.8799,0.0,0.5,1.0,0.0
0.9108,0.7597,0.2683,0.2353,0.0323,0.1034,0.0417,0.8753,0.0,0.5,1.0,0.0
0.913,0.7526,0.1951,0.1176,0.0968,0.0345,0.0417,0.8741,0.0,0.5,1.0,0.0
0.9151,0.7447,0.2195,0.0882,0.0323,0.0345,0.1667,0.8718,0.0,0.5,1.0,0.0
0.9342,0.7344,0.2927,0.0294,0.0,0.0345,0.2917,0.8684,0.0,0.5,1.0,0.0
0.9363,0.7304,0.2195,0.0294,0.0,0.0345,0.4167,0.8661,0.0,0.5,1.0,0.0
0.9384,0.7257,0.1463,0.0294,0.0323,0.0345,0.4583,0.8649,0.0,0.5,1.0,0.0
0.9406,0.7233,0.1463,0.0294,0.0323,0.0345,0.375,0.8649,0.0,0.5,1.0,0.0
0.9427,0.7229,0.1707,0.0294,0.0323,0.0345,0.2917,0.8627,0.0,0.5,1.0,0.0
0.9448,0.7201,0.1707,0.0294,0.0323,0.0345,0.1667,0.8615,0.0,0.5,1.0,0.0
0.9469,0.7074,0.0732,0.0294,0.0323,0.0345,0.0417,0.8615,0.0,0.5,1.0,0.0
0.949,0.6888,0.0244,0.0294,0.0323,0.0345,0.0417,0.8615,0.0,0.5,1.0,0.0
0.9512,0.6801,0.0732,0.0294,0.0323,0.0345,0.0417,0.8569,0.0,0.5,1.0,0.0
0.9533,0.6706,0.0244,0.0294,0.0323,0.0345,0.0417,0.8569,0.0,0.5,1.0,0.0
0.9554,0.6504,0.0488,0.0294,0.0323,0.0345,0.0833,0.8557,0.0,0.5,1.0,0.0
0.9575,0.6279,0.0976,0.0294,0.0323,0.0345,0.0417,0.8535,0.0,0.5,1.0,0.0
0.9766,0.5942,0.0732,0.0294,0.0323,0.0345,0.0417,0.8523,0.0,0.5,1.0,0.0
